id,nome,idade,renda_mensal,estado_civil,uf,data_cadastro,score_credito,categoria_produto,qtd_compras_12m,email
1221,Carla Ferraz,23.0,1843.4226880677136,solteiro  ,ap,2023-03-17,651.0,unknown,4,carla.ferraz878@yahoo.com
1281,Ana Queiroz,47.0,1726.9182827410473,Single,br,2025-04-13,211.0,a ,3,ana.queiroz947@universidade.br
1089,Felipe Itaúna,17.0,5805.745299876601,solteiro  ,ro,2023-12-20,732.0,A,4,FELIPE.ITAÚNA186HOTMAIL.COM
1213,Sofia Ferraz,31.0,2770.9818149988,solteiro  ,df,2025-03-21,763.0,B,4,sofia.ferraz741@gmail.com
1065,Paula Werneck,33.0,2855.4188920409547,Divorc.  ,sp,2025-08-28,601.0,—,8,paula.werneck508@gmail.com
1430,Isabel Yamamoto,49.0,5123.937334207046,Divorc.,ro,2022-05-04,613.0,C,5,isabel.yamamoto979@yahoo.com
1387,Marina Ximenes,43.0,"R$ 2251,00 reais",Single, sp ,2024-02-15,721.0,c,7,MARINA.XIMENES390GMAIL.COM
1252,Ulisses Nascimento,52.0,2817.7288779471946,,ac,2024-08-28,482.0,B,16,ulisses.nascimento663@hotmail.com 
1329,Vera Pereira,39.0,1485.4096438059803,Single,ap,2024-09-14,612.0,C,2,vera.pereira636@yahoo.com
1492,João Dias,31.0,876.191982863135,Solteiro,rs,2022-03-18,,a ,10,joão.dias674@empresa.com.br
1239,Tiago Pereira,56.0,1663.4066069575986,Solteiro,pa,2022-12-16,401.0,B,12,tiago.pereira299@gmail.com
1511,Sofia Dias,55.0,-3673.1456597129377,Single,br,2024-07-18,623.0,unknown,12,sofia.dias690@empresa.com.br
1187,Xavier Honório,55.0,2774.3680060003353,Single,mt,2023-11-09,639.0,c,3,xavier.honório437@empresa.com.br
1418,Bruno Silva,28.0,1388.6094633627802,CASADO ,es,2025-04-03,,a ,4,bruno.silva985@gmail.com
1431,Diego Esteves,40.0,2057.3832320516035,Divorc.,pa,2025-06-11,534.0,B,5,diego.esteves109@empresa.com.br
1040,Otávio Ferraz,40.0,1155.8100657778864,Divorc.,rs,2023-03-10,625.0, A ,6,OTÁVIO.FERRAZ335YAHOO.COM
1048,Paula Oliveira,29.0,"R$ 2779,00 reais",Casado  ,rj,2023-03-30,606.0,a ,2,paula.oliveira709@hotmail.com
1277,Marina Nascimento,37.0,2668.309685490216,Single,ac,2022-07-06,,unknown,2,marina.nascimento619@universidade.br
1499,João Oliveira,—,2728.2497185849465,Divorc.,br,2025-08-17,,A,,joão.oliveira207@hotmail.com 
1172,Marina Cardoso,49.0,2146.527487825871,—,pr,2025-03-06,,unknown,7,marina.cardoso870@empresa.com.br
1316,Quésia Nascimento,26.0,-5009.968081971428  ,Viuvo  , sp ,2023-12-19,309.0,—,dez,quésia.nascimento824@universidade.br
1244,Zuleica Cardoso,,4370.096801252173,Single  ,se,2025-02-04,507.0, C,1,zuleica.cardoso878@yahoo.com
1580,Xavier Teixeira,36.0,840.7145625456269,Viúvo  ,go,2022-04-01,587.0, A,2,xavier.teixeira131@yahoo.com
1240,Ulisses Ramos,50.0,633.0456669143,CASADO ,sp,2024-01-27,497.0,B,4,ulisses.ramos457@gmail.com
1447,Eduarda Gomes,44.0,"R$ 2517,00 reais",Viuvo,ms,2024-03-04,569.0, C,2,eduarda.gomes140@empresa.com.br
1647,Hugo Barbosa,33.0,1800.1713857256887,Divorc.  ,ce,2023-09-12,510.0,  b ,4,hugo.barbosa611@hotmail.com
1283,William Ximenes,62.0,2400.944009507612,,rs,2025-02-07,460.0,unknown,3,WILLIAM.XIMENES223HOTMAIL.COM
1245,Diego Nascimento,42.0,1347.7921902570956,—,df,2022-08-05,,c,2,diego.nascimento799@gmail.com
1056,Eduarda Cardoso,57.0,1034.750044074948,solteiro,rj,2024-06-18,533.0,A,5,eduarda.cardoso480@yahoo.com
1493,Marina Silva,44.0,2225.88403018175,—,df,2024-09-27,808.0,A,9,marina.silva708@hotmail.com
1071,Luiz Silva,32.0,"R$ 2758,00 reais",,rj,2022-02-14,683.0,unknown,8,luiz.silva675@empresa.com.br
1581,Eduarda Esteves,23.0,,—  ,ro,2023-08-20,681.0,C,12,eduarda.esteves994@gmail.com
1145,João Silva,17.0,"R$ 7036,00 reais",CASADO ,rj,2024-07-19,413.0,premium,2,joão.silva557@universidade.br
1090,Nina Oliveira,56.0,2551.551458527511,CASADO , sp ,2026-05-10,844.0, UNKNOWN,1,nina.oliveira965@universidade.br
1166,Bruno Cardoso,35.0,1874.620213401719,,am,2022-01-14,817.0,a ,5,BRUNO.CARDOSO141HOTMAIL.COM
1639,Sofia Lima,46.0,"R$ 2147,00 reais",CASADO   ,sp,2025-03-27,,B,3,sofia.lima2yahoo.com
1324,Sofia Lima,29.0,2594.0783600541345,solteiro,pb,2025-05-26,430.0,—,1,sofia.lima466@empresa.com.br
1170,Ana Werneck,32.0,2060.964249777927,Viuvo,br,2025-08-13,,unknown,2,ana.werneck340@universidade.br
1385,Eduarda Oliveira,53.0,1656.1710391021725,Viuvo,ce,2024-10-22,866.0,A,1,eduarda.oliveira185@universidade.br
1619,Gabriela Honório,25.0,"R$ 2302,00 reais",—,pr,2023-09-13,622.0, C,2,gabriela.honório591@empresa.com.br
1243,Felipe Gomes,42.0,1552.4991195345888,Divorciado,ap,2024-05-17,557.0,A,1,felipe.gomes700@empresa.com.br
1087,Luiz Vasconcelos,40.0,4875.349688613642,Divorc.  ,am,2023-08-13,753.0,c,5,luiz.vasconcelos320@yahoo.com
1214,Marina Esteves,32.0,6275.397182256559,Solteiro  ,to,2023-04-05,416.0,C,1,marina.esteves255@empresa.com.br
1173,Carla Queiroz,52.0,6455.3539463382185,CASADO ,am,2022-07-20,, A ,4,carla.queiroz238@gmail.com
1504,Tiago Barbosa,44.0,2351.2100506860256,,am,2023-05-06,768.0, C,3,tiago.barbosa566@empresa.com.br
1118,Nina Itaúna,38.0,6673.250739092668,Solteiro,ba,2025-07-29,649.0,a,3,nina.itaúna373@universidade.br
1119,Bruno Esteves,48.0,2584.7194925485346,,sc,2024-01-12,467.0,—,5,bruno.esteves973universidade.br
1622,Ana Queiroz,33.0,"R$ 7575,00 reais",CASADO ,ce,2024-04-08,683.0,a ,1,ana.queiroz963@empresa.com.br
1339,Xavier Werneck,35.0,3264.4275280883135,Viúvo  , sp ,2024-03-24,473.0,unknown,2,xavier.werneck98@gmail.com
1565,João Barbosa,42.0,8040.420541965182,Single  , sp ,2023-09-08,,A,3,JOÃO.BARBOSA405GMAIL.COM
1458,Eduarda Pereira,26.0,3240.373133215813,Viúvo,al,2023-08-24,, A ,5,EDUARDA.PEREIRA993UNIVERSIDADE.BR
1463,Karen Esteves,40.0,-2671.093619645079,  ,ro,2025-08-18,615.0, B,6,karen.esteves303@empresa.com.br
1162,Ana Gomes,37.0,900.9262852517702,  ,es,2024-09-07,,B,5,ana.gomes713@universidade.br
1114,Felipe Zanetti,35.0,2702.243331768349,,ceara,2022-03-17,613.0,C,6,felipe.zanetti207@gmail.com
1158,Vera Queiroz,30.0,7240.670812863904,solteiro  ,pi,2022-05-05,706.0,c,3,vera.queiroz972@universidade.br
1150,Yasmin Honório,40.0,1356.9249241467812,—,ce,2024-12-12,661.0,premium,1,yasmin.honório541yahoo.com
1517,João Itaúna,41.0,1947.536601017456,solteiro, sp ,2024-06-11,,B,2,joão.itaúna324@empresa.com.br
1445,Otávio Barbosa,14.0,1391.6241824303843,Solteiro,ms,2022-11-20,,unknown,4,OTÁVIO.BARBOSA30EMPRESA.COM.BR
1031,João Gomes,45.0,"R$ 5065,00 reais",—,rs,2024-08-10,633.0,a ,8,joão.gomes453@hotmail.com
1595,Quésia Yamamoto,30.0,1572.2520048402248,Divorc.,pb,2023-04-10,589.0, B,8,QUÉSIA.YAMAMOTO768HOTMAIL.COM
1020,Otávio Teixeira,33.0,"R$ 1508,00 reais",Casado,ba,2025-01-06,575.0,B,6,otávio.teixeira519@yahoo.com
1113,Xavier Vasconcelos,47.0,"R$ 553.,00 reais",—,ro,2026-10-16,, A,6,xavier.vasconcelos361@universidade.br
1422,Isabel Almeida,43.0,3305.298597810836,—,ms,2025-04-26,759.0, B,21,isabel.almeida155@empresa.com.br
1000,Ulisses Dias,43.0,2246.3038684153353,solteiro  ,pr,2023-04-03,,B,11,ulisses.dias755@gmail.com
1411,Otávio Klein,33.0,1558.9271704613593,Viuvo,ms,2023-09-23,771.0,a ,3,otávio.klein72@universidade.br
1343,Eduarda Lima,38.0,-1290.2146554827511   reais,Single,ac,2024-10-04,, UNKNOWN,—,eduarda.lima489yahoo.com
1258,Hugo Lima,25.0,1716.5325097272287,solteiro  ,to,2023-11-10,570.0,C,2,hugo.lima267@universidade.br
1636,Hugo Gomes,40.0,3698.3189334254134,,ce,2022-08-05,409.0, A ,12,hugo.gomes733@gmail.com
1556,Tiago Nascimento,47.0,3524.4556451311646,Divorc.  ,ro,2025-01-12,447.0,A,3,TIAGO.NASCIMENTO982EMPRESA.COM.BR
1575,Nina Zanetti,17.0,1848.8342571691219,,ro,2026-02-17,508.0,B,9,nina.zanetti111@empresa.com.br
1386,Sofia Werneck,49.0,2080.8635360530443,Viuvo,ce,2023-05-28,815.0, C,6,sofia.werneck709@hotmail.com
1004,Luiz Ferraz,38.0,1038.1038306715648,Viúvo  ,pi,2025-08-20,518.0,  b ,5,luiz.ferraz624@hotmail.com
1464,Xavier Oliveira,29.0,3922.071980112165,Casado  ,sp,2022-03-24,,D,8,xavier.oliveira695@universidade.br 
1294,Ulisses Gomes,49.0,5845.171495648759,Casado,df,2022-12-09,869.0,unknown,7,ulisses.gomes551universidade.br
1080,Eduarda Zanetti,42.0,,Casado,pa,2025-04-15,742.0,B,3,eduarda.zanetti833@hotmail.com
1525,Yasmin Nascimento,25.0,3813.449423776312,—  ,ms,2024-06-08,616.0,a,13,yasmin.nascimento437gmail.com
1026,William Dias,39.0,1804.275865151817,Solteiro,sp,2023-04-01,367.0,B,,william.dias837@empresa.com.br
1365,Sofia Dias,45.0,2734.6232936524393,solteiro,ap,2025-03-26,750.0,a ,0,sofia.dias81@gmail.com
1216,João Silva,48.0,3945.373655665071,,pr,2024-08-08,626.0,C,6,joão.silva606@empresa.com.br
1543,Nina Oliveira,24.0,2525.954304470551,Single,sc,2022-03-02,,a ,11,nina.oliveira150@gmail.com
1442,Ulisses Itaúna,43.0,2469.497566644095,Divorc.  ,pr,2022-12-24,700.0,c,6,ulisses.itaúna709@gmail.com
1328,Gabriela Pereira,28.0,4494.010267477051,Viúvo,pr,2023-06-28,999.0, B,3,gabriela.pereira235@hotmail.com
1147,Marina Vasconcelos,16.0,1759.9605253894142,Divorciado,sp,2023-10-25,745.0, B,4,marina.vasconcelos7@yahoo.com
1014,Diego Dias,37.0,6240.316576489794,CASADO ,br,2024-04-21,, A ,7,DIEGO.DIAS885GMAIL.COM
1174,Isabel Zanetti,30.0,1748.85003577524,Viuvo  ,pb,2026-10-13,504.0,c,9,isabel.zanetti964@empresa.com.br
1086,Carla Cardoso,41.0,1557.610317589154,Casado,br,2026-04-13,832.0,B,5,carla.cardoso757@yahoo.com
1165,Yasmin Pereira,21.0,,,ce,2024-08-01,443.0,B,10,yasmin.pereira751@yahoo.com
1577,Zuleica Oliveira,33.0,2978.6907862725593,—,br,2022-05-15,732.0, A,3,zuleica.oliveira694@gmail.com
1059,Nina Werneck,15.0,"R$ R$ 5,00 reais",,se,2026-05-04,507.0,A,15,nina.werneck466@gmail.com
1570,Paula Werneck,32.0,4268.179894814039,Viúvo,ac,2023-02-06,639.0, UNKNOWN,5,paula.werneck654@empresa.com.br
1164,Xavier Esteves,37.0,-3673.5009307299897,Single,to,2023-08-28,604.0,D,4,xavier.esteves201@yahoo.com
1519,Paula Oliveira,29.0,2974.9653670198813,  ,ma,2022-09-11,448.0,C,2,PAULA.OLIVEIRA96HOTMAIL.COM
1292,Yasmin Teixeira,28.0,1151.0692737060597,Single,ac,2022-08-23,524.0,  b ,5,YASMIN.TEIXEIRA355EMPRESA.COM.BR
1041,Ana Ximenes,40.0,,CASADO ,pb,2025-08-24,758.0,A,4,ana.ximenes800@gmail.com
1394,Luiz Esteves,36.0,"R$ 1262,00 reais",Viuvo,ce,2024-10-05,545.0, UNKNOWN,1,luiz.esteves185@universidade.br
1079,Ulisses Lima,36.0,1082.4315522387424,solteiro  ,mg,2022-09-08,754.0,unknown,1,ulisses.lima844@empresa.com.br
1641,Xavier Vasconcelos,56.0,1611.1583522904343,, sp ,2025-05-11,, C,1,xavier.vasconcelos317@universidade.br
1028,Bruno Dias,28.0,2011.7556756584017,CASADO , sp ,2024-06-12,,c,1,bruno.dias524@gmail.com
1645,Paula Jesus,34.0,1992.0182931779104,Viúvo,pa,2023-02-05,, B,3,paula.jesus667@gmail.com
1361,Karen Ramos,39.0,2412.3296913624927,CASADO ,sc,2024-04-24,,unknown,7,karen.ramos649@empresa.com.br
1515,Ana Itaúna,44.0,2725.885881424556,Divorc.,rn,2024-03-19,528.0,B,1,ana.itaúna380@hotmail.com
1372,Rafael Pereira,37.0,1427.101047549728,Divorciado  ,al,2024-02-11,499.0, C,4,rafael.pereira928universidade.br
1313,Paula Pereira,46.0,1230.267041262754,Divorc.  ,ma,2025-04-08,570.0,unknown,2,paula.pereira786@hotmail.com
1084,Sofia Ramos,38.0,"R$ 2510,00 reais",Divorc.,rj,2024-07-18,532.0,unknown,7,sofia.ramos620@empresa.com.br
1062,Eduarda Pereira,48.0,2934.756347188296,solteiro,pi,2024-04-30,721.0,unknown,7,eduarda.pereira495@empresa.com.br
1643,Paula Ximenes,38.0,1994.5481294379551,,mt,2022-02-14,792.0,c,9,paula.ximenes402@yahoo.com
1136,Nina Silva,34.0,1256.4988663502136,,al,2025-05-07,986.0,a ,4,nina.silva272@universidade.br
1111,Paula Teixeira,41.0,"R$ 1650,00 reais",,pr,2022-10-22,607.0,C,2,paula.teixeira440@gmail.com
1194,Yasmin Barbosa,45.0,2299.6092167767165,Viuvo,pa,2024-05-20,876.0, A,2,yasmin.barbosa754@hotmail.com
1457,Rafael Jesus,36.0,1157.4859445581517,CASADO ,ba,2023-01-21,,  b ,7,rafael.jesus90@gmail.com
1043,Sofia Almeida,41.0,2847.863931666608,—,sp,2024-03-23,603.0, B,8,sofia.almeida204@gmail.com
1451,Zuleica Werneck,41.0,3540.2612379548914,Viuvo,ce,2023-05-08,436.0,A,—,zuleica.werneck572@gmail.com
1551,Rafael Queiroz,25.0,3717.1472903254553,solteiro,ce,2025-07-27,,a ,6,rafael.queiroz451@empresa.com.br
1293,Marina Zanetti,26.0,3208.4160861757045,Divorc.  ,pe,2025-01-11,924.0,B,2,marina.zanetti290@gmail.com
1129,Tiago Esteves,41.0,"R$ 1231,00 reais",  , sp ,2023-12-09,398.0,a ,14,tiago.esteves134@yahoo.com
1594,Isabel Gomes,14.0,1718.5382633711597,Divorciado,pe,2022-01-18,595.0,unknown,2,isabel.gomes307@yahoo.com
1218,Eduarda Werneck,41.0,"R$ 2963,00 reais",Solteiro,pb,2024-11-30,556.0,a ,1,eduarda.werneck718@yahoo.com
1096,Ulisses Esteves,40.0,4067.6168189234745,Divorciado,pe,2026-08-17,506.0,B,2,ulisses.esteves617@hotmail.com
1124,Sofia Cardoso,47.0,1403.4668913925252,CASADO   ,ba,2024-07-10,730.0,—,10,sofia.cardoso697@universidade.br
1626,Rafael Vasconcelos,52.0,1848.4508386355203,—,rn,2024-04-22,538.0,unknown,9,rafael.vasconcelos898@gmail.com
1226,Hugo Uchoa,35.0,2512.4937655006634,Single  ,al,2024-02-23,496.0, UNKNOWN,4,HUGO.UCHOA731YAHOO.COM
1177,Yasmin Cardoso,27.0,"R$ 2694,00 reais",Single,pr,2025-03-17,,c,6,yasmin.cardoso174@empresa.com.br
1414,Bruno Almeida,42.0,4638.239443739382,CASADO ,es,2023-08-01,,unknown,2,bruno.almeida32@hotmail.com
1638,William Ximenes,40.0,"R$ 2102,00 reais",Divorc.  ,br,2023-04-23,, B,5,WILLIAM.XIMENES266GMAIL.COM
1625,Vera Ferraz,37.0,-1464.3660974328384,Casado,sp,2024-03-25,785.0, B,4,vera.ferraz601@gmail.com
1103,Xavier Vasconcelos,56.0,"R$ 1443,00 reais",Casado,br,2024-11-07,,C,8,xavier.vasconcelos19@yahoo.com
1081,Eduarda Ramos,46.0,5919.428436081414,Divorciado,es,2022-02-22,705.0,B,4,eduarda.ramos16@yahoo.com
1408,Ana Cardoso,35.0,2228.8388411509422,CASADO ,sp,2026-07-04,570.0,unknown,9,ana.cardoso175@yahoo.com
1419,Carla Queiroz,19.0,,Casado  ,pr,2024-08-25,,B,4,carla.queiroz760@gmail.com
1264,Felipe Zanetti,45.0,"R$ 1771,00 reais",Viúvo,pb,2022-09-26,388.0,B,4,felipe.zanetti752@gmail.com
1368,Bruno Ramos,18 anos,"R$ 1367,00 reais",Casado,se,2024-10-24,604.0,a ,3,bruno.ramos793@hotmail.com
1337,Felipe Uchoa,31.0,"R$ 2612,00 reais",CASADO , sp ,2025-07-16,384.0, C,8,felipe.uchoa586@empresa.com.br
1227,Ana Klein,25.0,2558.5119890171127,Solteiro,pi,2022-04-30,300.0,  b ,8,ana.klein484@universidade.br
1301,Rafael Oliveira,44.0,5130.558711509828,Casado  ,rj,2022-05-18,603.0, C,5,rafael.oliveira101@hotmail.com
1378,Eduarda Nascimento,150.0,2662.2332009867205,Divorciado,mt,2026-05-10,507.0,A,2,eduarda.nascimento571@universidade.br
1275,Tiago Barbosa,30.0,-1389.0825381578902,Divorciado  ,sp,2024-10-12,578.0,unknown,1,tiago.barbosa170@gmail.com
1453,William Uchoa,48.0,-1684.8267767117866,,ba,2024-02-28,928.0,B,1,william.uchoa341universidade.br
1263,Carla Barbosa,38.0,1569.7663010780423,solteiro,ceara,2024-12-01,785.0, C,9,carla.barbosa537@yahoo.com
1587,Quésia Zanetti,14.0,4098.0850997177995,Divorc.  ,ba,2022-08-31,466.0,B,6,QUÉSIA.ZANETTI904HOTMAIL.COM
1199,Otávio Uchoa,25.0,2368.8031207140552,CASADO   , sp ,2024-12-30,656.0,a ,2,otávio.uchoa224@empresa.com.br
1253,Ulisses Itaúna,23.0,"R$ 3569,00 reais",Divorc.,rr,2024-07-29,,C,4,ulisses.itaúna224@empresa.com.br
1171,William Silva,,1182.7085885089455,Solteiro  , sp ,2023-07-29,439.0,c,7,william.silva578@gmail.com
1237,Paula Werneck,45.0,2230.4678658912085,,mt,2025-05-28,,a ,4,paula.werneck161@gmail.com
1470,Ulisses Pereira,trinta,2750.0349181192046,,rj,2024-05-04,665.0,B,6,ulisses.pereira504hotmail.com
1139,Rafael Lima,54.0,494.9165615179281,,pe,2025-06-03,288.0,a ,1,rafael.lima197@hotmail.com
1303,Karen Honório,45.0,5291.47149961257,,br,2023-07-21,700.0,a,4,karen.honório369@hotmail.com
1267,Diego Jesus,27.0,811.007073591184,Casado,ce,2023-02-11,676.0,premium,2,diego.jesus205@yahoo.com
1322,Vera Zanetti,35.0,3020.004114100465,Viúvo,ap,2025-05-12,566.0, C,2,vera.zanetti529@hotmail.com
1596,Zuleica Cardoso,30.0,3211.8807617415964,Viúvo,br,2024-05-05,187.0, B,3,zuleica.cardoso450@empresa.com.br 
1561,Isabel Moraes,39.0,3042.97086614672,Casado,am,2023-02-19,,B,7,isabel.moraes771@universidade.br
1212,Isabel Ximenes,58.0,3170.9744014640396,Solteiro  ,ro,2026-01-22,605.0,C,,isabel.ximenes537@gmail.com
1198,Otávio Cardoso,45.0,5418.051446507929,Casado,se,2024-11-21,629.0,B,7,otávio.cardoso285@yahoo.com
1355,Felipe Almeida,-3.0,3120.9452328177613,CASADO ,pr,2023-10-19,563.0,B,7,felipe.almeida65@universidade.br
1472,Luiz Ferraz,16.0,2956.587751081101,CASADO ,to,2025-07-27,524.0,C,4,luiz.ferraz50@yahoo.com
1015,Gabriela Ramos,20.0,4561.902226253385,Divorc.,ms,2023-07-25,735.0,a ,4,gabriela.ramos256@gmail.com
1163,Ulisses Lima,47.0,2644.6885649713727,CASADO ,ce,2024-08-12,666.0,A,4,ulisses.lima823@empresa.com.br
1521,Sofia Dias,29.0,,Divorciado, sp ,2022-06-16,428.0,D,1,SOFIA.DIAS851EMPRESA.COM.BR
1482,Carla Klein,48.0,"R$ 1685,00 reais",Divorc.,rj,2024-07-24,516.0,c,2,carla.klein754@yahoo.com
1491,Ulisses Klein,52.0,983.328056348999,Divorc.,rr,2024-01-02,782.0,a ,2,ulisses.klein360@gmail.com
1342,Ulisses Ramos,25.0,"R$ 2737,00 reais",CASADO ,sp,2025-01-10,,B,6,ulisses.ramos825@gmail.com
1037,Nina Nascimento,26.0,,Viuvo  , sp ,2022-05-08,606.0,B,4,nina.nascimento853@empresa.com.br
1564,Tiago Jesus,54.0,3110.2581028674576,Divorciado  ,ac,2022-05-04,446.0,a ,1,tiago.jesus280@universidade.br
1206,Tiago Ximenes,25.0,2061.810633979767,,al,2023-09-10,,D,7,tiago.ximenes531@universidade.br
1295,Diego Gomes,45.0,"R$ 1960,00 reais",,br,2025-08-17,474.0,unknown,2,diego.gomes963@gmail.com
1523,Felipe Honório,43.0,4056.996711426455,Divorc.,ce,2022-02-12,626.0, UNKNOWN,5,felipe.honório214@hotmail.com
1073,Bruno Jesus,14.0,6260.525262524503,Solteiro,sc,2022-09-27,554.0,A,4,BRUNO.JESUS932YAHOO.COM
1466,Quésia Barbosa,33.0,"-R$ 3.684,13",CASADO ,se,2022-10-30,615.0,B,6,QUÉSIA.BARBOSA875EMPRESA.COM.BR
1104,Eduarda Cardoso,60.0,"R$ 2481,00 reais",Casado,ap,2023-11-21,619.0,unknown,3,eduarda.cardoso633@hotmail.com
1429,William Ferraz,37.0,8014.559337767042,Viuvo,ba,2025-08-01,835.0, A ,1,william.ferraz945@yahoo.com
1425,João Zanetti,30.0,2463.2265835224416,,rs,2024-12-21,743.0,B,2,joão.zanetti979@gmail.com
1016,Yasmin Honório,55.0,"R$ 1788,00 reais",Viuvo,sp,2023-03-14,478.0,unknown,3,yasmin.honório411@gmail.com 
1091,Otávio Vasconcelos,37.0,3935.6969382733673,—,xx,2024-04-28,557.0,—,0,OTÁVIO.VASCONCELOS221UNIVERSIDADE.BR
1088,Rafael Lima,,5547.923177845723,solteiro,pb,2024-05-28,455.0, UNKNOWN,7,rafael.lima575@universidade.br
1571,Vera Vasconcelos,47.0,3560.7189315890487,Divorciado  ,ba,2025-04-19,479.0,unknown,2,VERA.VASCONCELOS764GMAIL.COM
1205,Gabriela Cardoso,27.0,2496.37794899895,Divorciado, sp ,2025-04-22,,B,4,gabriela.cardoso394@yahoo.com
1102,Sofia Vasconcelos,55.0,10143.593897333632,CASADO ,rn,2026-06-21,752.0,B,3,sofia.vasconcelos610@gmail.com
1238,Isabel Vasconcelos,38.0,1133.6371391147118,Viúvo, sp ,2022-04-12,353.0,a ,2,isabel.vasconcelos586@universidade.br
1501,Xavier Esteves,19.0,4254.095422233646,—,es,2024-12-04,698.0,B,1,xavier.esteves849@universidade.br
1246,Sofia Teixeira,35.0,1364.413894120579,Divorciado,pi,2024-04-05,682.0,B,13,sofia.teixeira634@universidade.br
1157,Yasmin Yamamoto,33.0,"R$ 2822,00 reais",Single,rj,2023-04-25,626.0,a,3,yasmin.yamamoto939@universidade.br
1326,Ana Pereira,31.0,1253.5819465106083,Casado  ,sp,2026-10-11,685.0,unknown,1,ANA.PEREIRA226HOTMAIL.COM
1133,Rafael Jesus,53.0,1493.5565033376447,Single,xx,2025-01-31,374.0, C,3,rafael.jesus846@universidade.br
1477,Carla Nascimento,30.0,2799.3594902434347,Casado,ba,2022-02-08,870.0,unknown,6,carla.nascimento496empresa.com.br
1313,Paula Pereira,46.0,1230.267041262754,Divorc.  , sp ,2025-04-10,570.0, UNKNOWN,2,paula.pereira786@hotmail.com
1359,Quésia Dias,41.0,1392.334033599452,Viúvo,sp,2023-01-24,762.0, B,3,quésia.dias539@hotmail.com
1018,Quésia Queiroz,0.0,4364.186117077267,Single  ,ce,2023-01-16,494.0,  b ,—,quésia.queiroz610@gmail.com
1121,João Werneck,49.0,"R$ 2563,00 reais",Viuvo,mg,2022-09-09,526.0,B,6,joão.werneck874@gmail.com
1149,João Lima,30.0,1899.059760157589,Viúvo  ,go,2024-09-06,,B,5,joão.lima466@universidade.br
1417,Otávio Moraes,35.0,2564.4713104952693,Divorciado,br,2025-05-23,, A,2,otávio.moraes592@empresa.com.br
1274,Hugo Vasconcelos,34.0,3309.8382568821844,Single,df,2024-06-05,608.0,D,1,hugo.vasconcelos745@hotmail.com
1299,Ulisses Lima,36.0,"R$ 3632,00 reais",Solteiro,ma,2022-09-10,776.0, A,5,ulisses.lima6@universidade.br
1588,Bruno Yamamoto,30.0,1476.8142919807228,Viúvo  ,rj,2022-11-01,508.0,C,3,bruno.yamamoto254@gmail.com
1311,Paula Vasconcelos,60.0,"R$ 4511,00 reais",Viúvo,mt,2025-08-18,688.0,a,7,paula.vasconcelos421@gmail.com
1484,William Silva,24.0,1934.763118355253,,mt,2022-05-13,704.0,C,8,william.silva999@hotmail.com
1548,Bruno Lima,,"R$ 4193,00 reais",Single,rr,2022-09-11,463.0,A,11,bruno.lima775@gmail.com
1268,Gabriela Werneck,14.0,4031.0986425186657,CASADO   ,pr,2022-01-06,604.0,A,5,gabriela.werneck688@gmail.com
1034,Felipe Zanetti,49.0,"R$ 3.126,49",Single,ceara,2022-04-13,723.0,unknown,14,felipe.zanetti256@gmail.com
1181,Ana Ximenes,52.0,2998.5407438994916,,pa,2024-06-16,798.0,unknown,1,ANA.XIMENES299GMAIL.COM
1184,Karen Zanetti,54.0,3601.9330279806327,Solteiro,df,2023-06-14,574.0,B,5,karen.zanetti523@universidade.br
1406,Otávio Teixeira,30.0,2819.4095134083577,CASADO   ,mg,2024-12-28,237.0,A,3,otávio.teixeira998@empresa.com.br
1207,Paula Moraes,32.0,1868.7219129671337,Viuvo  ,ba,2024-12-17,641.0,A,2,paula.moraes370@yahoo.com
1424,Yasmin Dias,31.0,2674.219719729588,Viuvo  ,se,2024-09-02,476.0,unknown,9,yasmin.dias488@universidade.br
1094,Ulisses Nascimento,44.0,1496.2250115689203,Divorc., sp ,2023-10-28,516.0, B,1,ulisses.nascimento821@universidade.br
1568,Vera Oliveira,34.0,904.3016914111447,CASADO ,sp,2025-05-16,680.0,C,5,vera.oliveira397@hotmail.com
1503,Luiz Werneck,27.0,6749.563229762654,CASADO ,br,2024-08-30,606.0,B,3,luiz.werneck253@yahoo.com
1353,William Moraes,47.0,2632.864636293312,Divorciado  ,pe,2022-03-22,890.0,a ,2,william.moraes724@empresa.com.br
1380,Tiago Honório,26.0,3318.1227147405043,Solteiro,rr,2022-06-12,574.0,B,10,tiago.honório799@empresa.com.br
1410,Sofia Nascimento,37.0,1933.1168513295404,Divorc.  ,ro,2025-01-20,,B,8,sofia.nascimento242@hotmail.com
1122,Karen Vasconcelos,47.0,"R$ 1460,00 reais",Casado  ,rj,2023-09-07,610.0, UNKNOWN,3,karen.vasconcelos162@hotmail.com
1369,Xavier Queiroz,14.0,,Casado  ,pi,2024-05-30,,C,4,xavier.queiroz702@universidade.br
1534,Tiago Vasconcelos,41.0,7010.555988571567,Viuvo,pb,2022-05-05,655.0, C,6,tiago.vasconcelos20@empresa.com.br
1538,Isabel Lima,30.0,2770.4643357500545,Divorciado  ,ap,2022-05-11,, C,3,ISABEL.LIMA441GMAIL.COM
1478,Isabel Barbosa,43.0,5658.754849650928,,ac,2022-07-17,697.0,unknown,1,isabel.barbosa127@universidade.br
1364,Sofia Honório,51.0,3006.4589171052576,solteiro,ce,2025-03-14,774.0,a ,,sofia.honório583@hotmail.com
